景点名称,景点地址,设施名称,设施类型,设施地址,距离（米）
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),华滨国际大酒店,酒店,宣武门内大街4号(西单地铁站E西南口步行370米),457
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),北京宜宾招待所,酒店,和平门内西中胡同28号(宣武门地铁站B东北口步行430米),397
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),北京小筑驿站,酒店,西松树胡同41号(宣武门地铁站B东北口步行380米),391
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),英嘉公寓,酒店,未英胡同与西松树胡同交叉口西北60米,253
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),昆明大厦,酒店,宣武门外大街香炉营头条33号院1号楼,415
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),GRANDMERCURE,酒店,宣武门内大街6号(宣武门地铁站F东北口步行230米),296
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),天安国汇酒店,酒店,西绒线胡同28号天安天地大厦F1层,297
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),江仙雅居(华滨店),酒店,北京城区宣武内大街4号华滨国际大酒店内,457
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),北京粤财JW万豪酒店,酒店,宣外大街18号,579
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),北京西单美爵酒店A座,酒店,宣武门内大街6号(宣武门地铁站F东北口步行200米),301
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),北京宁波宾馆,酒店,新壁街8号(近出入境管理所旁),477
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),天锋宾馆,酒店,西中胡同41号(宣武门地铁站B东北口步行440米),410
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),新华苑宾馆(北京宣武医院宣武门地铁站店),酒店,宣武门西大街乙6号(地铁2号线长椿街东南出口国华商场往东300米),560
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),汉庭酒店(北京西单店),酒店,佟麟阁路丙95号温家街3号(长椿街地铁站B2东北口步行420米),621
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),北京椿舍民宿(宣武门地铁站店),酒店,宣武门西大街89号(宣武门地铁站H西南口步行440米),470
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),彩云之滇-云南主题餐厅(宣武门店),饭店,前门西大街141号(宣武门十字路口东北角),39
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),抄手胡同64号,饭店,宣武门内大街与抄手胡同交叉口西北20米,94
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),玉茗堂戏剧文化餐厅,饭店,宣武门内大街抄手胡同64号(宣武门地铁站E西北口步行50米),95
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),和合谷(宣武门店),饭店,宣内大街抄手胡同64号繁星戏剧村南门地铁口一口,100
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),戏外茶馆,饭店,宣武门内大街与抄手胡同交叉口西北60米,107
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),抄手胡同56号,饭店,抄手胡同与宣武门内大街交叉口西40米,112
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),牛村来人鲜牛肉火锅(西单店),饭店,宣武门内大街抄手胡同64号繁星戏剧村内,115
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),老北京炸酱面·打卤面(宣武门外东大街社区店),饭店,宣武门外东大街社区22号楼东南门西100米,182
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),宣武门大排档,饭店,宣武门东大街24号(宣武门地铁站C东南口步行120米),189
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),序·空间咖啡(宣武门大厦店),饭店,东河沿胡同73号宣武门大厦F2层,195
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),成都印象·老川菜馆,饭店,椿树街道与东河沿胡同交叉口东20米,195
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),人民公社川菜馆·北京必点川菜,饭店,宣武门大厦东1门旁(宣武门地铁站C东南口步行120米),196
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),好利来(宣武门店),饭店,宣武门东大街24号宣武门商务酒店1楼(近宣武门地铁站),199
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),成贵发餐厅(宣武门店),饭店,宣武门东大街24号楼东侧(宣武商务酒店东侧),205
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),老城南食府(宣武门大厦店),饭店,宣武门东大街24号宣武门商务酒店南2楼,232
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),北京五福临门餐厅(宣武门外东里店),饭店,宣武门外东里(宣武门地铁站C东南口步行250米),263
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),应天文化时空,饭店,西绒线胡同26号院11号,264
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),咔咖咖啡(天安天地大厦店),饭店,油坊胡同(宣武门地铁站F东北口步行280米),281
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),Taco Bell 塔可钟(宣武门店),饭店,宣武门东大街24号一层南侧(宣武门地铁站G东南口旁),282
天主教北京总教区宣武门天主堂南堂,前门西大街141号(宣武门地铁站C东南口步行240米),肯德基(宣武门店),饭店,宣武门东大街24号越秀饭店西配楼一层,285
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京工商宾馆,酒店,北河沿大街95号(近故宫博物院),70
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京璞瑄酒店,酒店,王府井大街1号(中国美术馆地铁站D2西南口步行70米),311
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京金茂万丽酒店,酒店,王府井大街57号(中国美术馆地铁站D2西南口步行400米),379
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,黑豆Family特色民宿(北京2号店),酒店,翠花胡同33号四合院(中国美术馆地铁站A西北口步行300米),149
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京景山酒店,酒店,沙滩北街31号,334
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,京丰旅馆,酒店,银闸胡同45号,202
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京华侨大厦睿世酒店,酒店,王府井大街2号(中国美术馆地铁站D2西南口步行160米),422
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京璞瑄酒店大堂,酒店,王府井大街1号北京璞瑄酒店,307
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,汉庭酒店(北京王府井步行街店),酒店,王府井大街20号(中国美术馆地铁站D2西南口步行310米),420
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京学者公寓,酒店,王府井大街27号(中国美术馆地铁站D2西南口步行210米),356
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,wohkoon者行孙青年旅馆(北京故宫店),酒店,沙滩后街16号(景山东门对面胡同内200米),447
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京东华门宾馆,酒店,王府井北河沿大街143号,423
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,华育宾馆,酒店,沙滩后街55号,529
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京学者公寓大堂,酒店,王府井大街27号北京学者公寓,344
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,沙滩宾馆,酒店,沙滩后街28号,496
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京福禄久四合院,酒店,福禄巷9号,508
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,内蒙古宾馆,酒店,美术馆后街71号,587
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,兴华盛世精选酒店(北京王府井店),酒店,灯市口西街36号,558
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,东华饭店,酒店,灯市口西街32号(金鱼胡同地铁站出入口步行480米),589
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京蜀都宾馆(故宫店),酒店,沙滩后街30号,545
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,悦宾饭馆(翠花胡同店),饭店,翠花胡同43号(中国美术馆正门斜对面),104
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,长春堂顺时而饮(北大红楼旗舰店),饭店,五四大街28号楼(中国美术馆地铁站A西北口步行370米),140
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,稻香村(五四大街店),饭店,五四大街25号,143
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,竹雨轩,饭店,翠花胡同与五四大街交叉口东南20米,145
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,悦仙美食,饭店,翠花胡同31号(美术馆斜对面),148
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京三禾稻香村,饭店,五四大街36号,171
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,罗曼林冰激凌,饭店,五四大街与银闸胡同交叉口东20米,239
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,食鼎轩茶餐厅,饭店,五四大街46号,240
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,稻香村(五四大街店),饭店,五四大街12号(中国美术馆正门正对面),260
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,大海碗·烤鸭·京菜·炸酱面(故宫店),饭店,五四大街33号1幢一层107室,284
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,云朵咖啡,饭店,五四大街33号一层,284
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,鮨膳,饭店,五四大街33号2层,287
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,天桥卤煮,饭店,五四大街33号1幢102室,287
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,璞瑄酒店大堂吧,饭店,王府井大街1号璞瑄酒店4层,290
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,富春居(北京璞瑄酒店店),饭店,王府井大街1号璞瑄酒店3层,295
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,NAMOC COFFEE,饭店,五四大街1号(中国美术馆院内东侧),305
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,左岸酒吧 Rive Gauche · Bar,饭店,东四西大街与王府井大街交叉口璞瑄酒店2层,314
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,三惜堂,饭店,东华街道富强胡同22号,322
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,北京璞瑄酒店-法餐厅,饭店,王府井大街一号璞瑄酒店2层,324
皇城根遗址公园,北河沿大街与地安门东大街交叉口南,璞瑄酒店茶轩,饭店,王府井大街1号璞瑄酒店4层,325
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,北京青亭酒店(北大医院北海北地铁站店),酒店,三座桥胡同13号(北海北地铁站B东北口步行170米),332
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,星韵小院,酒店,龙头井街36号(北海北地铁站B东北口步行100米),259
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,静如月民居,酒店,三座桥胡同3号(北海北地铁站B东北口步行220米),390
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,北京当代服务中心,酒店,地安门西大街旌勇里8号(北海北地铁站A西北口步行280米),428
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,北京旃檀四合院酒店,酒店,爱民街爱民三巷15号(北海北地铁站A西北口步行480米),528
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,后海里院酒店(北京恭王府南锣鼓巷店),酒店,前井胡同7号,737
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,北京亲情旅馆,酒店,爱民街一巷2号(北海北地铁站A西北口步行400米),511
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,北大医院北海北房东直租特色民宿(爱民三巷分店),酒店,爱民三巷北京旃檀四合院酒店,542
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,荣府老宅酒店(北京后海店),酒店,地安门外大街139号1层1-1、2层,771
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,晋府宾馆,酒店,景山西街5号山西省人民政府驻京办事处,699
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,卿云居,酒店,恭俭胡同与地安门西大街交叉口西南20米,534
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,拾念·一更四合院,酒店,东煤厂胡同20号(北海北地铁站B东北口步行420米),550
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,北京北康顺祥旅馆,酒店,爱民里3-1,660
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,欣燕都酒店(西安门店),酒店,大红罗厂街2-2号,809
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,汪氏皮影文化主题酒店,酒店,松树街24号,884
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,速8精选酒店(北京大学第一医院店),酒店,"地安门西大街171号2幢一,二,三层",878
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,庆丰1948·精致京味菜(地安门店),酒店,地安门外大街127号(什刹海地铁站C东南口步行290米),801
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,如家商旅酒店(金标-北京北海公园北大医院店),酒店,西什库大街31号院13号楼,936
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,99旅馆连锁(北京南锣鼓巷地铁站店),酒店,地安门内大街北月牙胡同11号,813
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,速8优选酒店(北京南锣鼓巷地铁站店),酒店,地安门东大街70号附2号,953
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,仿膳饭庄(北海公园店),饭店,平安大街北海公园北门内,86
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,龙鸿餐厅,饭店,三座桥胡同与千竿胡同交叉口南20米,244
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,邻家乐餐厅,饭店,平安里大街北海北门千竿胡同8号,252
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,老北京炸酱面(北海店),饭店,北海北千竿胡同8号(近地安门),255
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,禅茶小院,饭店,千竿胡同与前海西街交叉口西40米,286
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,北海煎饼,饭店,地安门西大街115号(北海北地铁站A西北口步行80米),319
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,院落(地安门店),饭店,地安门西大街119号(平安大街前海医院正对面),320
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,新京菜·烤鸭(地安门店),饭店,地安门西大街与教场胡同交叉口东北20米,325
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,粮煎饼,饭店,三座桥胡同与千竿胡同交叉口南20米,334
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,蚕坛饭庄(北海公园店),饭店,文津街1号北海公园内(北侧),383
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,肉蛋堡,饭店,羊角灯胡同与北钱串胡同交叉口东20米,394
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,九榀咖啡JOY BEANS(恭王府店),饭店,龙头井街与兴华胡同交叉口西北20米,398
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,牛街门钉肉饼,饭店,羊角灯胡同与北钱串胡同交叉口东北40米,406
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,宫廷香酥牛肉饼,饭店,羊角灯胡同与北钱串胡同交叉口西北40米,407
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,庆丰包子铺(三座桥店),饭店,三座桥胡同2号(北海北地铁站B东北口步行260米),410
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,山西刀削面(鹏鹏饭馆),饭店,什刹海街道龙头井街10号(北海北地铁站B东北口步行320米),418
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,八块八餐饮,饭店,东福寿里与兴华胡同交叉口东南20米,419
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,头条涮肉(什刹海店),饭店,龙头井街5号(北海北地铁站B东北口步行300米),433
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,Bracket Coffee(什刹海店),饭店,荷花市场南门1号(北海北地铁站B东北口步行420米),433
北海公园-九龙壁,北京市什刹海街道文津街1号(故宫北)北海公园西天梵境内,婧格格门钉肉饼(恭王府店),饭店,前海西街22号(北海北地铁站B东北口步行270米),435
北京欢乐谷,东四环小武基北路,大东方花园酒店,酒店,东四环南路大山子8号,514
北京欢乐谷,东四环小武基北路,北京欢乐谷工业大学漫心酒店,酒店,东四环南大山子8号(小武基桥向北200米路东),546
北京欢乐谷,东四环小武基北路,汉庭酒店(北京欢乐谷店),酒店,金蝉西路甲一号酷车小镇R商务楼,735
北京欢乐谷,东四环小武基北路,全季酒店(北京欢乐谷店),酒店,金蝉西路甲一号酷车小镇R商务楼第R01号,764
北京欢乐谷,东四环小武基北路,喜乐居公寓(北京欢乐谷地铁站店),酒店,金蝉西路甲一号酷车小镇R商务楼,746
北京欢乐谷,东四环小武基北路,城家公寓酒店(北京北工大欢乐谷地铁站店),酒店,金蝉西路甲1号酷车小镇内,747
北京欢乐谷,东四环小武基北路,欢乐谷东方公寓,酒店,东四环南路辅路与周家庄北路交叉口东北340米,572
北京欢乐谷,东四环小武基北路,京锐思特酒店(北京欢乐谷店),酒店,东四环世纪东方嘉园212号楼8号,840
北京欢乐谷,东四环小武基北路,逸枫城市酒店(北京欢乐谷南楼梓庄地铁站店),酒店,大柳树路南楼梓庄1栋,927
北京欢乐谷,东四环小武基北路,麗枫酒店(北京欢乐谷店),酒店,金蝉西路甲1号官鑫市场西门(距离7号线南楼梓庄 站B口、C口10米),976
北京欢乐谷,东四环小武基北路,欢乐谷公寓一号院,酒店,东四环南路辅路与周家庄北路交叉口东北220米,698
北京欢乐谷,东四环小武基北路,林达香榭舍酒店式公寓(东四环南路分店),酒店,东四环南路林达海渔广场,839
北京欢乐谷,东四环小武基北路,童趣苑公寓(北京欢乐谷店),酒店,东四环南路53号院3号楼15层1806号,833
北京欢乐谷,东四环小武基北路,北京栖也公寓(林达海渔广场店),酒店,东四环南路53号院林达海渔广场4号楼1602房间,847
北京欢乐谷,东四环小武基北路,燕郊烧鸽子酷车壹号酒店,酒店,金蝉西路甲一号燕郊烧鸽子,991
北京欢乐谷,东四环小武基北路,蔓悦邻北京公寓(东四环南路分店),酒店,东四环南路林达海渔广场,839
北京欢乐谷,东四环小武基北路,爱家公寓,酒店,垡头路与东四环南路辅路交叉口东北140米,795
北京欢乐谷,东四环小武基北路,欢乐谷小住公寓(东四环南路分店),酒店,东四环南路林达海渔广场,839
北京欢乐谷,东四环小武基北路,UP华驿精选酒店,酒店,南楼梓庄路与大柳树路交叉口西南80米,852
北京欢乐谷,东四环小武基北路,速8酒店(北京欢乐谷南楼梓庄地铁站店),酒店,南磨房大柳树路南楼梓庄1幢,946
北京欢乐谷,东四环小武基北路,姜饼旋转木马,饭店,欢乐谷景区内,128
北京欢乐谷,东四环小武基北路,肯德基(欢乐谷店),饭店,南磨房乡小武基北路北京欢乐谷内欢乐时光区一层,205
北京欢乐谷,东四环小武基北路,鸡柳大人(北京欢乐谷店),饭店,小武基北路北京欢乐谷景区内香格里拉花车,293
北京欢乐谷,东四环小武基北路,Wagas沃歌斯(弯里中心店),饭店,金蝉欢乐园2号院甲1号楼一层(必胜客楼下),504
北京欢乐谷,东四环小武基北路,涛小匠京味麻辣烫(欢乐谷店),饭店,金蝉西路肯德基隔壁桥洞里,506
北京欢乐谷,东四环小武基北路,新华侨城餐厅,饭店,弯里中心(欢乐谷景区地铁站B东北口步行220米),508
北京欢乐谷,东四环小武基北路,鱼你在一起(弯里中心店),饭店,南磨房地区金蝉欢乐园2号院甲一号,512
北京欢乐谷,东四环小武基北路,德克士(弯里中心店),饭店,OCT华侨城·北京2号院西1门北150米,513
北京欢乐谷,东四环小武基北路,茶话弄(弯里中心店),饭店,金蝉欢乐园2号院甲1号楼,513
北京欢乐谷,东四环小武基北路,LINLEE林里·手打柠檬茶(弯里中心店),饭店,金蝉西路维吉奥商业广场湾里中心2层,513
北京欢乐谷,东四环小武基北路,luckin coffee 瑞幸咖啡(弯里中心店),饭店,OCT华侨城·北京2号院西1门北140米,514
北京欢乐谷,东四环小武基北路,沪上阿姨·精选茶饮(北京欢乐谷店),饭店,金蝉欢乐园2号院甲1号楼-2层-201等32套内1层101-01-02内W-F1-01A,514
北京欢乐谷,东四环小武基北路,醉面,饭店,金蝉西路辅路与金蝉北路交叉口南160米,514
北京欢乐谷,东四环小武基北路,肯德基(新华侨城店),饭店,金蝉欢乐园2号院甲1号楼一层W-F1-01,514
北京欢乐谷,东四环小武基北路,呷哺呷哺(欢乐谷店),饭店,小武基北路金蝉欢乐园2号院甲1号楼维吉奥广场1层,515
北京欢乐谷,东四环小武基北路,HFFOUSA TACO墨西哥餐厅(欢乐谷店),饭店,金蝉西路辅路与金蝉北路交叉口东南80米,516
北京欢乐谷,东四环小武基北路,HFFOUSA TACO弗萨塔可墨西哥餐厅(欢乐谷店),饭店,南磨房乡金蝉北路金蝉欢乐园2号院甲一号楼,516
北京欢乐谷,东四环小武基北路,蜜雪冰城(欢乐谷店),饭店,OCT华侨城·北京2号院西1门北80米,517
北京欢乐谷,东四环小武基北路,李先生牛肉面大王(弯里中心店),饭店,OCT华侨城·北京2号院西1门北80米,519
北京欢乐谷,东四环小武基北路,吉野家(金蝉西路店),饭店,东四环金蝉西路2号院甲1号维吉奥广场F1层,525
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),隐海四合院分散式酒店(北京什刹海店),酒店,银锭桥胡同与北官房胡同交叉口东20米,19
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),后海小院,酒店,什刹海街道小石碑胡同6号,104
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),后海里院酒店(北京恭王府南锣鼓巷店),酒店,前井胡同7号,306
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),北京小朴客栈(大石碑胡同分店),酒店,大石碑胡同16号(什刹海地铁站A2西北口步行300米),131
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),wohkoon者行孙青年酒店(北京什刹海店),酒店,辛安里7号(什刹海地铁站A2西北口步行300米),269
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),北京民宿(金丝居),酒店,大金丝胡同12号(什刹海地铁站A1西北口步行490米),161
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),秦府酒店(北京鼓楼后海店),酒店,鼓楼东大街281号(什刹海地铁站A2西北口步行410米),449
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),均禾酒店(北京鼓楼南锣鼓巷店),酒店,鼓楼东大街238号(什刹海地铁站A2西北口步行480米),488
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),玉京南锣酒店(后海鼓楼大街店),酒店,方砖厂胡同4号(什刹海地铁站A1西北口步行330米),530
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),荣府老宅酒店(北京后海店),酒店,地安门外大街139号1层1-1、2层,573
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),庆丰1948·精致京味菜(地安门店),酒店,地安门外大街127号(什刹海地铁站C东南口步行290米),504
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),和木·归GUI TEMPLE,酒店,豆腐池胡同宏恩观西侧,627
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),秦府酒店(北京南锣鼓巷后海店),酒店,宝钞胡同甲107号,628
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),宜必思北京什刹海鼓楼大街地铁站酒店,酒店,旧鼓楼大街张旺胡同17号,661
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),东方圣达文化酒店(南锣鼓巷后海店),酒店,鼓楼东大街宝钞胡同107号,637
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),喆啡酒店(北京南锣鼓巷鼓楼大街地铁站店),酒店,旧鼓楼大街47号(鼓楼大街地铁站G东南口步行240米),695
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),北京荣府老宅四合院酒店,酒店,地安门外大街帽儿胡同28号,639
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),北京青亭酒店(北大医院北海北地铁站店),酒店,三座桥胡同13号(北海北地铁站B东北口步行170米),646
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),拾念·一更四合院,酒店,东煤厂胡同20号(北海北地铁站B东北口步行420米),459
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),游美特饭堂主题酒店,酒店,鼓楼东大街波菲特怀旧主题酒店(北京南锣鼓巷店),449
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),皇誉油条包麻糍,饭店,银锭桥胡同3号(什刹海地铁站A2西北口步行260米),10
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),古法冰糖葫芦(烟袋斜街店),饭店,庆云楼小吃城南门西70米,14
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),芝士烤榴莲,饭店,广福观西南门西130米(什刹海地铁站A2西北口步行230米),21
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),文宇奶酪,饭店,小石碑胡同与后海北沿交叉口北20米,23
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),一家面馆(大金丝胡同店),饭店,银锭桥胡同5号天地缘酒吧后门,25
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),老北京艾窝窝,饭店,银锭桥胡同与大金丝胡同交叉口东20米,26
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),金色提香咖啡酒吧(烟袋斜街店),饭店,烟袋斜街83号(银锭桥西北侧),30
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),婧格格门钉肉饼(银锭桥店),饭店,银锭桥胡同3号(什刹海地铁站A2西北口步行240米),31
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),银锭桥头(烟袋斜街店),饭店,什刹海冰场后海综合区3号入口东420米,34
银锭桥,前海后海交接处(什刹海地铁站A2西北口步行250米),天下第一臭(烟袋斜街店),饭店,烟袋斜街77号(什刹海地铁站A2西北口步行240米),35
